Job_Title,Queried_Salary,Job_Type,Skill,No_of_Skills,Company,No_of_Reviews,No_of_Stars,Location,Company_Revenue,Company_Employees,Company_Industry,python,sql,machine learning,r,hadoop,tableau,sas,spark,java,Others,CA,NY,VA,TX,MA,IL,WA,MD,DC,NC,Other_states,Consulting and Business Services,Internet and Software,Banks and Financial Services,Health Care,Insurance,Other_industries
Azure Big Data Engineer,120000-139999,data_engineer,"['Spark', 'Design Experience', 'Hadoop', 'NoSQL', 'Azure', 'Scala', 'Python', 'SQL']",8,,14988,4,TX,Missing,missing,Not Listed,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Financial Data Engineer,120000-139999,data_engineer,"['Java', 'Linux', 'Scripting', 'Shell Scripting', 'Perl', 'Python', 'C/C++']",7,TGS Management Company,0,0,Missing,Missing,missing,Not Listed,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,120000-139999,data_engineer,"['T-SQL', 'Microsoft SQL Server', 'Data Warehouse', 'Python']",4,Novus,41,3,TX,Missing,missing,Not Listed,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure Big Data Engineer,120000-139999,data_engineer,"['Spark', 'Design Experience', 'Hadoop', 'NoSQL', 'Azure', 'Scala', 'Python', 'SQL']",8,,14988,4,CA,Missing,missing,Not Listed,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,120000-139999,data_engineer,"['Hadoop', 'Scala', 'Kafka', 'Clojure', 'Service-Oriented Architecture', 'SQL', 'Java', 'PostgreSQL', 'Redis', 'OOP']",10,Bird Rides Inc.,5,5,CA,Missing,missing,Transport and Freight,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Engineer,120000-139999,data_engineer,"['Linux', 'Hive', 'S3', 'Spark', 'Git', 'Docker', 'Shell Scripting', 'Python', 'SQL', 'AWS']",10,Annalect,8,3,IL,Missing,missing,Not Listed,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Manager, Data Engineer / Big Data Developer",120000-139999,data_engineer,"['Big Data', 'Java', 'Spark', 'Project Management', 'Hadoop', 'NoSQL', 'Scripting', 'Kafka', 'Scala', 'Python', 'SQL']",11,EXL,1208,4,NJ,Missing,"Less than 10,000",Consulting and Business Services,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Data Engineer - STL,120000-139999,data_engineer,"['Pig', 'TensorFlow', 'Hive', 'R', 'SQL', 'S3', 'Load Balancing', 'Jenkins', 'Hadoop', 'Scala', 'Kafka', 'Java', 'Spark', 'Git', 'Shell Scripting', 'Python', 'AWS']",17,Daugherty Business Solutions,34,4,MO,Missing,missing,Not Listed,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Big Data Engineer,120000-139999,data_engineer,"['Linux', 'Hive', 'XML', 'R', 'SQL', 'JSON', 'Hadoop', 'Kafka', 'Scala', 'Java', 'Spark', 'Data Warehouse', 'Git', 'Python']",14,Allstate,5671,4,TX,More than $10B (USD),"10,000+",Insurance,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Engineer,120000-139999,data_engineer,"['JavaScript', 'Machine Learning', 'HBase', 'HTML5', 'HTTPS', 'Java', 'Big Data', 'NoSQL', 'Redis', 'CSS']",10,Oath Inc,33,4,CA,Missing,missing,Telecommunications,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Azure Big Data Engineer,120000-139999,data_engineer,"['Spark', 'Design Experience', 'Hadoop', 'NoSQL', 'Azure', 'Scala', 'Python', 'SQL']",8,,14988,4,MA,Missing,missing,Not Listed,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sr Data Engineer,120000-139999,data_engineer,"['Machine Learning', 'Leadership Experience']",2,ZF,1166,4,MI,Missing,missing,Industrial Manufacturing,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Remote Hortonworks/Big Data Developer- Big Data Engineer,120000-139999,data_engineer,"['Hive', 'Design Patterns', 'Hadoop', 'Scala', 'SAP', 'Oracle', 'Big Data', 'Maven', 'Spark', 'Control-M', 'Git', 'Visio', 'Python']",13,US Information Technologies,9,4,PA,Missing,"Less than 10,000",Consulting and Business Services,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Data Engineer - AWS,120000-139999,data_engineer,"['S3', 'Spark', 'Python', 'AWS']",4,Caserta,3,4,NY,Missing,missing,Not Listed,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer - Science Center,120000-139999,data_engineer,"['Linux', 'Machine Learning', 'Git', 'R', 'Python', 'C/C++', 'SQL']",7,Ipsos North America,358,4,CA,$1B to $5B (USD),"Less than 10,000","Media, News and Publishing",1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Big Data Engineer,120000-139999,data_engineer,"['Pig', 'Hive', 'Hadoop', 'Scripting', 'Perl', 'HBase', 'SQL', 'Apache', 'Big Data', 'Java', 'Cassandra', 'MongoDB', 'NoSQL', 'Python']",14,CapTech Consulting,15,4,VA,Less than $1B (USD),"Less than 10,000",Consulting and Business Services,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Backend/Big Data Engineer,120000-139999,data_engineer,"['Hive', 'JSON', 'Big Data', 'MySQL', 'OOP', 'PHP', 'AI', 'Hadoop', 'Kafka', 'Java', 'Cassandra', 'Spark', 'Git', 'REST', 'Redis', 'Python', 'Elasticsearch']",17,hiretual.com,0,0,Missing,Missing,missing,Not Listed,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure Big Data Engineer,120000-139999,data_engineer,"['Spark', 'Design Experience', 'Hadoop', 'NoSQL', 'Azure', 'Scala', 'Python', 'SQL']",8,,14988,4,IL,Missing,missing,Not Listed,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Engineer,120000-139999,data_engineer,"['SQL', 'Data Warehouse', 'REST', 'Python', 'AWS']",5,ChowNow,4,4,CA,Missing,missing,Not Listed,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,120000-139999,data_engineer,"['JavaScript', 'Business Intelligence', 'Microsoft SQL Server', 'Data Mining', 'XML', 'SAP', 'Ansible', 'SQL', 'JSON', '.Net', 'Big Data', 'Data Warehouse', 'Informatica', 'NoSQL', 'Python', 'PHP', 'AWS']",17,ThirdLove,47,4,CA,Missing,"Less than 10,000",Consumer Goods and Services,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Engineer,120000-139999,data_engineer,"['Hadoop', 'Kafka', 'DynamoDB', 'Azure', 'Google Cloud Platform', 'SQL', 'Big Data', 'Cassandra', 'Spark', 'Data Warehouse', 'NoSQL', 'AWS']",12,Spokeo,14,3,CA,Missing,"Less than 10,000",Internet and Software,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Azure Big Data Engineer,120000-139999,data_engineer,"['Spark', 'Design Experience', 'Hadoop', 'NoSQL', 'Azure', 'Scala', 'Python', 'SQL']",8,,14988,4,WI,Missing,missing,Not Listed,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Engineer,120000-139999,data_engineer,"['JavaScript', 'Hive', 'Data Mining', 'Scripting', 'Hadoop', 'SQL', 'Java', 'S3', 'MongoDB', 'Spark', 'Shell Scripting', 'Redis', 'PostgreSQL', 'Python', 'AWS']",15,GlassDoor,0,0,Missing,$5B to $10B (USD),"10,000+","Restaurants, Travel and Leisure",1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Engineer,120000-139999,data_engineer,"['Microsoft SQL Server', 'ERP Systems', 'Power BI', 'Hadoop', 'Kafka', 'Azure', 'SQL', 'Tableau', 'Java', 'T-SQL', 'MySQL', 'PostgreSQL', 'Python', 'PHP', 'AWS']",15,Slalom Consulting,52,4,TX,Missing,missing,Consulting and Business Services,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Data Engineer Consultant,120000-139999,data_engineer,"['Hadoop', 'Azure', 'Google Cloud Platform', 'SQL', 'Spark', 'NoSQL', 'Python', 'AWS']",8,Slalom Consulting,52,4,CA,Missing,missing,Consulting and Business Services,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Data Engineer,120000-139999,data_engineer,"['JavaScript', 'Hive', 'Hadoop', 'Kafka', 'R', 'Solr', 'C/C++', 'SQL', 'JSON', 'Big Data', 'Java', 'Spark', 'NoSQL', 'Python', 'Elasticsearch', 'AWS']",16,Thales,937,4,CA,Missing,missing,Aerospace and Defense,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HBO Senior Data Engineer,120000-139999,data_engineer,"['SQL', 'NoSQL', 'Python', 'AWS']",4,Time Warner,124,4,NY,More than $10B (USD),"10,000+","Media, News and Publishing",1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Backend Data Engineer,120000-139999,data_engineer,"['Embedded Software', 'Go', 'CI/CD', 'C/C++', 'SQL', 'Java', 'Cassandra', 'S3', 'Redis', 'NoSQL', 'Python', 'AWS']",12,Peloton Technology,3,5,CA,Missing,missing,Not Listed,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Data Engineer/Admin,120000-139999,data_engineer,"['Pig', 'Hive', 'Perl', 'Solr', 'SSL', 'Jenkins', 'Ruby', 'Hadoop', 'Scripting', 'Scala', 'Kafka', 'Ansible', 'HBase', 'ZooKeeper', 'Spark', 'Git', 'Shell Scripting', 'Python', 'AWS']",19,Allstate,5671,4,AZ,More than $10B (USD),"10,000+",Insurance,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Data Engineer PSJH,120000-139999,data_engineer,"['Linux', 'Hadoop', 'Scala', 'CI/CD', 'Solr', 'HBase', 'SQL', 'JSON', 'Lucene', 'Java', '.Net', 'Spark', 'C#', 'NoSQL', 'Shell Scripting', 'REST', 'Python']",17,St. Joseph Health,0,0,Missing,Missing,missing,Not Listed,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Engineer,120000-139999,data_engineer,"['Hive', 'Hadoop', 'Scala', 'DynamoDB', 'SQL', 'Java', 'S3', 'Spark', 'Data Warehouse', 'Unit Testing', 'Python', 'AWS']",12,SoftVision - North America & UK,0,0,Missing,Missing,missing,Not Listed,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Data Engineer,120000-139999,data_engineer,"['Hadoop', 'Google Cloud Platform', 'Azure', 'C/C++', 'Big Data', 'Java', 'Spark', 'NoSQL', 'Python', 'AWS']",10,Keysight Technologies,149,4,GA,$1B to $5B (USD),"10,000+",Computers and Electronics,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Lead Data Engineer,120000-139999,data_engineer,"['Pig', 'Hive', 'Scripting', 'Hadoop', 'CI/CD', 'SQL', 'JSON', 'Spark', 'Git', 'Python', 'AWS']",11,Nike,6574,4,OR,More than $10B (USD),"10,000+",Consumer Goods and Services,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Sr. Data Engineer,120000-139999,data_engineer,"['Business Intelligence', 'OBIEE', 'Hadoop', 'Oracle', 'Microsoft Office', 'SQL', 'Big Data', 'Data Warehouse', 'NoSQL', 'REST']",10,Mazda North American Operations,20,4,CA,Missing,missing,Auto,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Engineer,120000-139999,data_engineer,"['Machine Learning', 'Scala', 'Kafka', 'DynamoDB', 'SAS', 'Java', 'S3', 'Cassandra', 'MongoDB', 'Spark', 'NoSQL', 'Elasticsearch', 'AWS']",13,Infront Sports & Media Group,0,0,Missing,Missing,missing,Not Listed,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloud Data Engineer,120000-139999,data_engineer,"['Machine Learning', 'DynamoDB', 'Google Cloud Platform', 'Azure', 'SQLite', 'HBase', 'SQL', 'Big Data', 'Cassandra', 'MongoDB', 'Software Development', 'NoSQL', 'PostgreSQL', 'AWS']",14,Bose,717,4,MA,Missing,missing,Computers and Electronics,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Data Engineer - Liquid Studios Boston,120000-139999,data_engineer,"['Chef', 'Machine Learning', 'Hadoop', 'Azure', 'Google Cloud Platform', 'Kafka', 'Scala', 'SQL', 'Big Data', 'S3', 'Spark', 'NoSQL', 'Python', 'Jenkins', 'AWS']",15,Accenture,14988,4,MA,More than $10B (USD),"10,000+",Consulting and Business Services,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Azure Big Data Engineer,120000-139999,data_engineer,"['Spark', 'Design Experience', 'Hadoop', 'NoSQL', 'Azure', 'Scala', 'Python', 'SQL']",8,,14988,4,DC,Missing,missing,Not Listed,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Data Engineer,120000-139999,data_engineer,"['Certified Scrum Master', 'Hive', 'Hadoop', 'Kafka', 'SQL', 'Java', 'S3', 'Spark', 'Telecommunication', 'AWS']",10,Amdocs,911,4,NY,$1B to $5B (USD),"10,000+",Internet and Software,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Engineer,120000-139999,data_engineer,"['Microsoft SQL Server', 'PowerShell', 'Scripting', 'SAP', 'Oracle', 'Tableau', 'S3', 'MySQL', 'Data Warehouse', 'QlikView', 'Informatica', 'PostgreSQL', 'Shell Scripting', 'WebSphere', 'Python', 'AWS']",16,14 West,2,4,MD,Missing,missing,Not Listed,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Senior Big Data Engineer,120000-139999,data_engineer,"['Spring', 'Hive', 'Hadoop', 'Scala', 'R', 'DynamoDB', 'Kafka', 'Oracle', 'HBase', 'Big Data', 'Java', 'Cassandra', 'MongoDB', 'Spark', 'CI', 'Design Experience', 'NoSQL', 'PCI', 'Python', 'Elasticsearch']",20,JPMorgan Chase,21159,4,TX,More than $10B (USD),"10,000+",Banks and Financial Services,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Data Engineer,120000-139999,data_engineer,"['XML', 'DynamoDB', 'SQL', 'JSON', 'S3', 'Data Warehouse', 'Software Development', 'REST', 'PostgreSQL', 'Python', 'AWS']",11,"Amplify Education, Inc.",5,4,NY,Missing,missing,Not Listed,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer - Spark,120000-139999,data_engineer,"['Linux', 'Scala', 'DynamoDB', 'Oracle', 'Cloud Computing', 'SQL', 'Java', 'S3', 'MySQL', 'Cassandra', 'Spark', 'PostgreSQL', 'Shell Scripting', 'AWS']",14,Red Ventures,511,3,NC,Missing,"Less than 10,000",Internet and Software,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Sr. Data Engineer - Atlanta, GA",120000-139999,data_engineer,"['Hive', 'Microsoft SQL Server', 'SDLC', 'Oracle', 'HBase', 'Java', 'MySQL', 'MongoDB', 'Spark', 'Data Warehouse', 'Git', 'NoSQL', 'Unit Testing', 'Python']",14,WestRock,1378,3,GA,More than $10B (USD),"10,000+",Industrial Manufacturing,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Data Engineer,120000-139999,data_engineer,"['Ruby', 'SQL', 'Splunk', 'S3', 'Data Warehouse', 'Python', 'Elasticsearch', 'AWS']",8,Animoto,0,0,Missing,Missing,missing,Not Listed,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure Big Data Engineer,120000-139999,data_engineer,"['Spark', 'Design Experience', 'Hadoop', 'NoSQL', 'Azure', 'Scala', 'Python', 'SQL']",8,,14988,4,MN,Missing,missing,Not Listed,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Engineer,120000-139999,data_engineer,"['Pig', 'Hive', 'Hadoop', 'R', 'Oracle', 'SQL', 'HBase', 'Teradata', 'Big Data', 'S3', 'Spark', 'Data Warehouse', 'MATLAB', 'Python', 'AWS']",15,Lab126,0,0,Missing,Missing,missing,Not Listed,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,120000-139999,data_engineer,"['TensorFlow', 'Hive', 'Machine Learning', 'XML', 'DynamoDB', 'Google Cloud Platform', 'JSON', 'Big Data', 'MySQL', 'PostgreSQL', 'SOAP', 'Mesos', 'Hadoop', 'Kafka', 'Scala', 'Java', 'Cassandra', 'Spark', 'Data Warehouse', 'Unit Testing']",20,Change.org,2,2,CA,Missing,"Less than 10,000",Not Listed,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML / NLP / Large Data Engineer,120000-139999,data_engineer,"['TensorFlow', 'Linux', 'Node.js', 'Natural Language Processing', 'Docker', 'Python', 'AWS']",7,Agent IQ,0,0,Missing,Missing,missing,Not Listed,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,120000-139999,data_engineer,"['Java', 'Linux', 'Spark', 'Scripting', 'Scala', 'CI/CD', 'Python', 'Military Experience', 'AWS']",9,Capital One,6791,4,VA,More than $10B (USD),"10,000+",Banks and Financial Services,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Data & Analytics- Data Engineer,120000-139999,data_engineer,"['Hadoop', 'Azure', 'Google Cloud Platform', 'SQL', 'Spark', 'NoSQL', 'Python', 'AWS']",8,Slalom Consulting,52,4,CA,Missing,missing,Consulting and Business Services,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Data Engineer,120000-139999,data_engineer,"['Hadoop', 'Kafka', 'Scala', 'Java', 'S3', 'Spark', 'Git', 'Python', 'Jira', 'AWS']",10,Zipcar,47,4,CA,Less than $1B (USD),"Less than 10,000",Auto,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Engineer,120000-139999,data_engineer,"['JavaScript', 'Machine Learning', 'Hadoop', 'R', 'C/C++', 'Natural Language Processing', 'MongoDB', 'Spark', 'NoSQL', 'REST', 'Python']",11,Citadel Securities,4,4,IL,Missing,missing,Not Listed,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
