Job_Title,Queried_Salary,Job_Type,Skill,No_of_Skills,Company,No_of_Reviews,No_of_Stars,Location,Company_Revenue,Company_Employees,Company_Industry,python,sql,machine learning,r,hadoop,tableau,sas,spark,java,Others,CA,NY,VA,TX,MA,IL,WA,MD,DC,NC,Other_states,Consulting and Business Services,Internet and Software,Banks and Financial Services,Health Care,Insurance,Other_industries
Sr. Data Scientist of Products,>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0,0,CA,Missing,missing,Not Listed,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exciting Senior Data Scientist at Successful Startup,>160000,data_scientist,"['Java', 'Martech', 'Machine Learning', 'Python']",4,Harnham,6,5,NY,Missing,"Less than 10,000",Consulting and Business Services,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Senior Deep Learning Data Scientist,>160000,data_scientist,"['TensorFlow', 'Natural Language Processing', 'AWS']",3,Harnham,6,5,CA,Missing,"Less than 10,000",Consulting and Business Services,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Senior Deep Learning Data Scientist,>160000,data_scientist,"['TensorFlow', 'Natural Language Processing', 'AWS']",3,Harnham,6,5,CA,Missing,"Less than 10,000",Consulting and Business Services,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Senior Data Scientist,>160000,data_scientist,"['Hive', 'Spark', 'Machine Learning', 'Hadoop', 'R', 'Perl', 'MATLAB', 'Python']",8,Harnham,6,5,NY,Missing,"Less than 10,000",Consulting and Business Services,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Senior Data Scientist,>160000,data_scientist,"['Natural Language Processing', 'Spark', 'Machine Learning', 'Hadoop', 'R', 'Python', 'SQL']",7,Harnham,6,5,CA,Missing,"Less than 10,000",Consulting and Business Services,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Data Scientist,>160000,data_scientist,"['Machine Learning', 'CompTIA Security+', 'DoD 8570', 'Apache', 'Big Data', 'Intelligence Experience', 'Design Experience', 'Software Development', 'Data Mining', 'TS/SCI Clearance', 'Hadoop', 'HBase', 'Java', 'CISSP', 'Spark']",15,Intelligent Waves Llc,14,4,VA,Missing,"Less than 10,000",Aerospace and Defense,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lead Data Scientist,>160000,data_scientist,"['Hive', 'Spark', 'Machine Learning', 'Hadoop', 'Leadership Experience', 'Python', 'Supply Chain Experience']",7,Harnham,6,5,NY,Missing,"Less than 10,000",Consulting and Business Services,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lead Data Scientist,>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0,0,CA,Missing,missing,Not Listed,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior/Principal Digital Health Platforms Data Scientist (PH...,>160000,data_scientist,,0,Roche,1661,4,CA,Missing,"10,000+",Health Care,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Sr. Data Scientist, Customer Logistics Analytics",>160000,data_scientist,"['Hive', 'Spark', 'R', 'SAS', 'Python', 'SQL', 'Tableau']",7,All-In Analytics,0,0,CA,Missing,missing,Not Listed,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Data Scientist, A/B Testing",>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0,0,CA,Missing,missing,Not Listed,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Director, Machine Learning/Data Scientist-PHARMA",>160000,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning', 'Hadoop', 'Spark', 'Software Development', 'Python', 'OOP']",8,Smith Hanley Associates,18,4,PA,Missing,"Less than 10,000",Consulting and Business Services,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Lead Data Scientist,>160000,data_scientist,"['Hive', 'Data Mining', 'Hadoop', 'Scala', 'R', 'Azure', 'SAS', 'Big Data', 'Spark', 'NoSQL', 'Python', 'AWS']",12,Verisk Analytics,104,4,CT,Missing,"Less than 10,000",Consulting and Business Services,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Sr. Marketing Data Scientist,>160000,data_scientist,"['Marketing', 'R', 'SAS', 'Python', 'Multichannel Marketing', 'SQL', 'Tableau']",7,All-In Analytics,0,0,CA,Missing,missing,Not Listed,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sr. Data Scientist, Inventory",>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0,0,CA,Missing,missing,Not Listed,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lead Data Scientist, Hedge Fund",>160000,data_scientist,"['Java', 'Martech', 'Machine Learning', 'Hadoop', 'Python', 'C/C++']",6,Harnham,6,5,NY,Missing,"Less than 10,000",Consulting and Business Services,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Research Scientist - Machine Learning and Image Analysis,>160000,data_scientist,"['Machine Learning', 'Image Processing', 'Python', 'C/C++']",4,HeartFlow,5,3,CA,Missing,missing,Not Listed,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Executive Director- Machine Learning & Big Data,>160000,data_scientist,"['Spring', 'Machine Learning', 'Hadoop', 'Kafka', 'HBase', 'Java', 'Cassandra', 'Spark', 'NoSQL', 'AWS']",10,JPMorgan Chase,21159,4,NJ,More than $10B (USD),"10,000+",Banks and Financial Services,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Senior Data Scientist (Machine Learning),>160000,data_scientist,"['Java', 'Machine Learning', 'Python', 'SQL']",4,Jobspring Partners,31,4,CA,Missing,missing,Human Resources and Staffing,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Data Scientist (Machine Learning, Hadoop)",>160000,data_scientist,"['Machine Learning', 'Hadoop', 'Scala', 'Big Data', 'Java', 'Spark', 'Python']",7,Jobspring Partners,31,4,PA,Missing,missing,Human Resources and Staffing,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Senior Data Scientist - Healthcare Analytics & Delivery, New...",>160000,data_scientist,"['Machine Learning', 'Microsoft Powerpoint', 'R', 'Tableau']",4,McKinsey & Company,411,4,NY,Missing,missing,Not Listed,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sr. Data Scientist, HR Analytics",>160000,data_scientist,"['R', 'SAS', 'Python', 'SQL', 'Tableau']",5,All-In Analytics,0,0,CA,Missing,missing,Not Listed,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Associate Director, Lead Data Scientist",>160000,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'Experimental Design', 'Perl', 'R', 'C/C++', 'Solr', 'Natural Language Processing', 'Data Analysis', 'MATLAB', 'AI', 'Data Mining', 'Hadoop', 'Scala', 'HBase', 'Java', 'Lucene', 'Spark', 'NoSQL']",20,S&P Global,700,4,NY,Missing,missing,Banks and Financial Services,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Senior/Principal Digital Health Platforms Data Scientist (PH...,>160000,data_scientist,,0,Genentech,726,4,CA,Missing,"10,000+",Pharmaceuticals,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Sr. Data Scientist, Lead - Product Platform",>160000,data_scientist,"['Big Data', 'Hive', 'Data Mining', 'Spark', 'Machine Learning', 'Hadoop', 'R', 'Python', 'SQL']",9,Uber,641,4,CA,Missing,"10,000+",Internet and Software,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Lead Data Scientist, Hedge Fund",>160000,data_scientist,"['Java', 'Martech', 'Machine Learning', 'Hadoop', 'Python', 'C/C++']",6,Harnham,6,5,NY,Missing,"Less than 10,000",Consulting and Business Services,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Associate Director, Lead Data Scientist",>160000,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'Experimental Design', 'Perl', 'R', 'C/C++', 'Solr', 'Natural Language Processing', 'Data Analysis', 'MATLAB', 'AI', 'Data Mining', 'Hadoop', 'Scala', 'HBase', 'Java', 'Lucene', 'Spark', 'NoSQL']",20,McGraw Hill Financial,32,4,NY,Missing,missing,Banks and Financial Services,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Lead Data Science Instructor, Principal Data Scientist",>160000,data_scientist,"['Natural Language Processing', 'Hive', 'Machine Learning', 'Hadoop', 'Teaching Experience', 'Python', 'Data Science', 'SQL']",8,Galvanize,11,4,CO,Missing,missing,Not Listed,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Senior Data Scientist,>160000,data_scientist,"['TensorFlow', 'Machine Learning', 'Clinical Trials', 'SQL', 'S3', 'Spark', 'Python', 'AWS']",8,IQ Workforce,0,0,CA,Missing,missing,Not Listed,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VP, Head of Data, Analytics & Machine Learning",>160000,data_scientist,"['Big Data', 'Data Mining', 'Machine Learning', 'SPSS', 'Hadoop', 'NoSQL', 'R', 'SAS', 'SQL']",9,HD Vest,6,4,TX,Less than $1B (USD),"Less than 10,000",Not Listed,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Director of Machine Learning,>160000,data_scientist,"['Natural Language Processing', 'Machine Learning']",2,JLL,1887,4,CA,Missing,"10,000+",Real Estate,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Lead Data Science Instructor, Principal Data Scientist",>160000,data_scientist,"['Natural Language Processing', 'Hive', 'Machine Learning', 'Hadoop', 'Teaching Experience', 'Python', 'Data Science', 'SQL']",8,Galvanize,11,4,CA,Missing,missing,Not Listed,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Personal Financial Management - Chief Data Scientist - Vice...,>160000,data_scientist,"['Pig', 'AI', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'Kafka', 'Big Data', 'Natural Language Processing', 'Cassandra', 'Spark']",11,Goldman Sachs,1225,4,NY,More than $10B (USD),"10,000+",Banks and Financial Services,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Data Scientist Lead - Global Research & Data Analytics - ED,>160000,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'C/C++', 'SQL', 'Java', 'Natural Language Processing', 'Spark', 'Git', 'MATLAB', 'Python']",13,JPMorgan Chase,21159,4,NY,More than $10B (USD),"10,000+",Banks and Financial Services,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Senior Research Scientist - Machine Learning,>160000,data_scientist,"['TensorFlow', 'AI', 'Machine Learning', 'Data Management', 'Network', 'Image Processing', 'C/C++', 'Java', 'Natural Language Processing', 'MATLAB', 'Python']",11,HP,10824,4,CA,More than $10B (USD),"10,000+",Computers and Electronics,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist and Managing Consultant - Advanced Analytics,>160000,data_scientist,"['Machine Learning', 'Data Management', 'R', 'SQL', 'HTML5', 'SPSS', 'CSS', 'JavaScript', 'Hadoop', 'SAS', 'Python', 'DB2']",12,IBM,23472,4,USA,Missing,"10,000+",Consulting and Business Services,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Lead Data Science Instructor, Principal Data Scientist",>160000,data_scientist,"['Natural Language Processing', 'Spark', 'Machine Learning', 'Teaching Experience', 'Python', 'Data Science', 'SQL']",7,Galvanize,11,4,WA,Missing,missing,Not Listed,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Lead Data Science Instructor, Principal Data Scientist",>160000,data_scientist,"['Natural Language Processing', 'Hive', 'Machine Learning', 'Hadoop', 'Teaching Experience', 'Python', 'Data Science', 'SQL']",8,Galvanize,11,4,NY,Missing,missing,Not Listed,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Data Scientist, Machine Learning",>160000,data_scientist,"['TensorFlow', 'JavaScript', 'Machine Learning', 'R', 'Scala', 'SQL', 'Node.js', 'PostgreSQL', 'Python']",9,Payette Group,0,0,CA,Missing,missing,Not Listed,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Data Scientist, Machine Learning",>160000,data_scientist,"['TensorFlow', 'JavaScript', 'Machine Learning', 'R', 'Scala', 'SQL', 'Node.js', 'PostgreSQL', 'Python']",9,Payette Group,0,0,CA,Missing,missing,Not Listed,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIB Data Analytics - Machine Learning Program Strategy Execu...,>160000,data_scientist,"['Big Data', 'Natural Language Processing', 'Hive', 'Spark', 'Machine Learning', 'Hadoop', 'SDLC', 'SQL']",8,JPMorgan Chase,21159,4,NY,More than $10B (USD),"10,000+",Banks and Financial Services,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Machine Learning Director - CitiRisk,>160000,data_scientist,"['AI', 'PaaS', 'Machine Learning']",3,Citi,14629,4,NJ,More than $10B (USD),"10,000+",Banks and Financial Services,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Machine Learning Architect,>160000,data_scientist,"['TensorFlow', 'Natural Language Processing', 'Data Mining', 'Spark', 'Machine Learning', 'Kubernetes', 'Hadoop', 'Python', 'AWS']",9,"NetBrain Technologies, Inc.",11,2,MA,Less than $1B (USD),"Less than 10,000",Internet and Software,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Manager of Machine Learning - Prod Ops,>160000,data_scientist,"['Data Mining', 'Machine Learning', 'Hadoop', 'R', 'SQL', 'Big Data', 'Git', 'Shell Scripting', 'MATLAB', 'Python', 'Elasticsearch']",11,Wayfair,397,3,MA,$1B to $5B (USD),"Less than 10,000",Internet and Software,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Principal Product Manager (Data/Machine Learning),>160000,data_scientist,"['Machine Learning', 'Azure', 'Remote Access Software', 'SaaS', 'AWS']",5,LogMeIn,45,4,CA,Missing,missing,Not Listed,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head of Machine Learning,>160000,data_scientist,"['Machine Learning', 'R', 'Leadership Experience', 'Python']",4,Harnham,6,5,CA,Missing,"Less than 10,000",Consulting and Business Services,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Principal Artificial Intelligence/Machine Learning Scientist...,>160000,data_scientist,"['AI', 'Project Leadership', 'Machine Learning', 'Project Management', 'Big Data', 'Leadership Experience', 'Data Science']",7,Signify,151,4,MA,$5B to $10B (USD),"10,000+",Industrial Manufacturing,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"VP AI Partnerships (Chief Commercial Officer, Science)",>160000,data_scientist,['Leadership Experience'],1,AIG,2807,4,NY,More than $10B (USD),"10,000+",Insurance,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Subject Matter Expert Data Scientist,>160000,data_scientist,['TS/SCI Clearance'],1,Dice,0,0,MD,Missing,missing,Not Listed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Software Development Manager, Machine Learning",>160000,data_scientist,"['Node.js', 'Machine Learning', 'Software Development', 'AWS']",4,Lab126,0,0,CA,Missing,missing,Not Listed,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Director of Machine Learning (NLP, Python, NLTK, Spark)",>160000,data_scientist,"['TensorFlow', 'Machine Learning', 'Natural Language Processing', 'Python', 'Elasticsearch']",5,Jobspring Partners,31,4,CA,Missing,missing,Human Resources and Staffing,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Software Development Manager, Machine Learning",>160000,data_scientist,"['Node.js', 'Machine Learning', 'Software Development', 'AWS']",4,Lab126,0,0,WA,Missing,missing,Not Listed,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist - SaaS-based B2B Marketing Technology,>160000,data_scientist,"['AI', 'Machine Learning', 'Hadoop', 'SAP', 'SQL', 'Natural Language Processing', 'Spark', 'NoSQL']",8,Redfish Technology - High Tech Executive Recruiters,0,0,CA,Missing,missing,Not Listed,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning NLP/ Computer Vision Research Scientist / P...,>160000,data_scientist,"['TensorFlow', 'Machine Learning', 'R', 'Azure', 'C/C++', 'Natural Language Processing', 'MATLAB', 'AI', 'Hadoop', 'Scala', 'Image Processing', 'Java', 'NIST', 'Spark', 'Git', 'Python', 'AWS']",17,Moody's Corporation,284,4,NY,$1B to $5B (USD),"Less than 10,000",Banks and Financial Services,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Machine Learning Lead,>160000,data_scientist,"['Natural Language Processing', 'Machine Learning', 'R', 'Python', 'Data Science']",5,Darwin Recruitment,0,0,MA,Missing,missing,Not Listed,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior Technical Lead - NSX - Machine Learning / Data Scienc...,>160000,data_scientist,"['TensorFlow', 'AI', 'Machine Learning', 'Project Management', 'C/C++', 'SQL', 'Java', 'NoSQL', 'OOP', 'Python']",10,VMware,649,4,CA,$5B to $10B (USD),"10,000+",Internet and Software,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Solution Principal - Machine Learning - Information Manageme...,>160000,data_scientist,"['JavaScript', 'Machine Learning', 'Go', 'Azure', 'Google Cloud Platform', 'R', 'SQL', 'Java', '.Net', 'C#', 'Data Science', 'Python', 'AWS']",13,Slalom Consulting,52,4,CO,Missing,missing,Consulting and Business Services,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Machine Learning Platform Architect,>160000,data_scientist,"['Java', 'Linux', 'AI', 'Machine Learning', 'Hadoop', 'Scala', 'Python', 'C/C++', 'HBase']",9,3coast,2,4,CA,Missing,missing,Human Resources and Staffing,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Solution Principal - Machine Learning - Information Manageme...,>160000,data_scientist,"['JavaScript', 'Machine Learning', 'Go', 'Azure', 'Google Cloud Platform', 'R', 'SQL', 'Java', '.Net', 'C#', 'Data Science', 'Python', 'AWS']",13,Slalom Consulting,52,4,WA,Missing,missing,Consulting and Business Services,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Senior Machine Learning Manager,>160000,data_scientist,"['Machine Learning', 'R', 'JSON', 'SQL', 'Software Development', 'GPEN', 'Leadership Experience', 'Information Security', 'Malware Analysis', 'Scripting', 'Kafka', 'Oracle', 'Management Experience', 'CI/CD', 'CEH', 'Java', 'CISSP', 'Shell Scripting', 'Python']",19,Oracle,4361,4,CA,More than $10B (USD),"10,000+",Internet and Software,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Artificial Intelligence and Analytics Delivery Manager,>160000,data_scientist,"['Business Intelligence', 'Machine Learning', 'OBIEE', 'Project Management', 'Hadoop', 'R', 'SAS', 'Tableau']",8,Accenture,14987,4,CA,More than $10B (USD),"10,000+",Consulting and Business Services,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Data Scientist Spine N902,>160000,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Hadoop', 'Scala', 'Azure', 'DynamoDB', 'SQL', 'Big Data', 'Natural Language Processing', 'Spark', 'Redis', 'NoSQL', 'Data Science', 'Python']",15,Publicis Spine,0,0,NY,Missing,missing,Not Listed,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,>160000,data_scientist,"['TensorFlow', 'AI', 'Ruby', 'Data Mining', 'Machine Learning', 'Hadoop', 'Scala', 'R', 'SQL', 'Java', 'Big Data', 'Predictive Analytics', 'MongoDB', 'Spark', 'NoSQL', 'Python', 'AWS']",17,,0,0,FL,Missing,missing,Not Listed,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Machine Learning/Data Scientist,>160000,data_scientist,"['AI', 'Machine Learning', 'SQL', 'Software Development', 'Python']",5,Gradient.io,0,0,WA,Missing,missing,Not Listed,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,>160000,data_scientist,"['Data Mining', 'Machine Learning', 'Scripting', 'Hadoop', 'R', 'Perl', 'Statisical Analysis', 'SQL', 'Java', 'Natural Language Processing', 'MySQL', 'Spark', 'Python']",13,,0,0,CA,Missing,missing,Not Listed,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,>160000,data_scientist,"['Linux', 'Data Mining', 'Ruby', 'Machine Learning', 'Hadoop', 'Scripting', 'R', 'Scala', 'SAS', 'Sentiment Analytics', 'Tableau', 'Java', 'Natural Language Processing', 'Spark', 'QlikView', 'MATLAB', 'Python']",17,aThingz,0,0,MI,Missing,missing,Not Listed,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Scientist,>160000,data_scientist,"['Java', 'TensorFlow', 'AI', 'Spark', 'Machine Learning', 'Scala', 'Data Science', 'Python']",8,"ShareThis, Inc",0,0,CA,Missing,missing,Not Listed,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,>160000,data_scientist,"['AI', 'Spark', 'Machine Learning', 'R', 'Scala', 'Kafka', 'Python', 'SQL']",8,Roku,11,4,NY,Missing,"Less than 10,000",Computers and Electronics,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,>160000,data_scientist,"['Spark', 'Machine Learning', 'Hadoop', 'R', 'Python', 'SQL']",6,Datadog,7,3,NY,Missing,missing,Not Listed,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,>160000,data_scientist,"['Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'Statisical Analysis', 'S3', 'Spark', 'Python', 'Data Science']",9,,0,0,NY,Missing,missing,Not Listed,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Customer Facing Data Scientist,>160000,data_scientist,"['Big Data', 'Machine Learning', 'Hadoop', 'Python']",4,DataRobot,2,5,CA,Missing,missing,Not Listed,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,>160000,data_scientist,"['Machine Learning', 'Python', 'SQL']",3,Octane Lending,0,0,NY,Missing,missing,Not Listed,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist - REMOTE,>160000,data_scientist,"['Java', 'Pig', 'Natural Language Processing', 'Hive', 'Machine Learning', 'SPSS', 'Hadoop', 'SAS', 'C/C++', 'SQL', 'AWS']",11,PTP,12,4,CA,Missing,missing,Not Listed,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,>160000,data_scientist,"['Hive', 'Hadoop', 'Scala', 'R', 'DynamoDB', 'Java', 'S3', 'Spark', 'Software Development', 'Shell Scripting', 'Python', 'AWS']",12,Juvo,0,0,CA,Missing,missing,Not Listed,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr Data Scientist,>160000,data_scientist,"['TensorFlow', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'SQL', 'Tableau', 'Natural Language Processing', 'Spark', 'NoSQL', 'Python']",11,Blume Global,0,0,CA,Missing,missing,Not Listed,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,>160000,data_scientist,"['Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'SQL', 'HBase', 'MATLAB', 'Python']",9,Integral Ad Science,9,4,NY,Missing,missing,Not Listed,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,>160000,data_scientist,"['Pig', 'AI', 'Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'Scala', 'Sentiment Analytics', 'Big Data', 'Java', 'Python']",12,,0,0,NJ,Missing,missing,Not Listed,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Big Data Scientist,>160000,data_scientist,"['Predictive Analytics', 'Hive', 'MongoDB', 'Hadoop', 'R', 'HBase']",6,,0,0,TX,Missing,missing,Not Listed,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Principal Data Scientist,>160000,data_scientist,"['Java', 'TensorFlow', 'AI', 'Spark', 'Machine Learning', 'Scala', 'Data Science', 'Python']",8,"ShareThis, Inc",0,0,CA,Missing,missing,Not Listed,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
